source_ip,win_total_events,win_unique_hosts,win_unique_users,win_failed_logons,win_process_creations,win_privileged_logons,win_service_installs,win_rdp_logons,win_network_logons,win_off_hours_events,win_fail_ratio,win_priv_ratio,win_process_ratio,win_off_hours_ratio,zeek_total_conns,zeek_unique_dst_ips,zeek_unique_dst_ports,zeek_failed_conns,zeek_encrypted_conns,zeek_off_hours_conns,zeek_mean_duration,zeek_mean_orig_bytes,zeek_mean_resp_bytes,zeek_total_orig_bytes,zeek_mean_bytes_ratio,zeek_mean_orig_pkts,zeek_fail_ratio,zeek_encrypted_ratio,zeek_off_hours_ratio,zeek_dst_diversity,threat_score,is_anomaly,ind_high_fail_ratio,ind_high_upload_ratio,ind_high_port_spread
192.168.1.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,132.0,7.0,0.0,83.0,114.0,249.72411458333332,331331.1875,533187.6041666666,63615588.0,0.4443139279239656,81.17708333333333,0.0,0.4322916666666667,0.59375,0.05303030303030303,0.14077375259083524,0,0,0,0
192.168.1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,125.0,7.0,0.0,62.0,91.0,316.89380113636366,422146.36363636365,678961.2840909091,74297760.0,0.7487106922974394,101.95454545454545,0.0,0.3522727272727273,0.5170454545454546,0.056,0.14016743067859816,0,0,1,0
192.168.2.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,149.0,7.0,0.0,72.0,116.0,343.5102440191388,364195.7224880383,806119.2153110048,76116906.0,0.4928766358295016,116.60765550239235,0.0,0.3444976076555024,0.5550239234449761,0.04697986577181208,0.13988485749417423,0,0,0,0
192.168.1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,128.0,7.0,0.0,59.0,94.0,209.26643386243387,333232.8253968254,713139.582010582,62981004.0,0.6549219286032089,90.8994708994709,0.0,0.31216931216931215,0.4973544973544973,0.0546875,0.1398363333306173,0,0,1,0
192.168.1.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,126.0,7.0,0.0,70.0,81.0,255.67906358381504,324206.4682080925,677229.0751445086,56087719.0,0.2740210453851248,95.3179190751445,0.0,0.4046242774566474,0.4682080924855491,0.05555555555555555,0.13945559013384734,0,0,0,0
192.168.1.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,157.0,7.0,0.0,85.0,107.0,308.30302764976955,462582.52073732717,600717.2073732719,100380407.0,0.595016268361264,91.93087557603687,0.0,0.391705069124424,0.4930875576036866,0.044585987261146494,0.13774871027263724,0,0,0,0
192.168.2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,147.0,7.0,0.0,76.0,113.0,234.90057560975612,343879.51219512196,528187.312195122,70495300.0,0.7818093449174163,75.7609756097561,0.0,0.37073170731707317,0.551219512195122,0.047619047619047616,0.13665894388829114,0,0,1,0
192.168.2.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,120.0,7.0,0.0,88.0,114.0,308.9746582914573,347776.040201005,778209.4924623115,69207432.0,0.3630147908717617,100.85427135678393,0.0,0.44221105527638194,0.5728643216080402,0.058333333333333334,0.1366578445137825,0,0,0,0
56.125.94.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
201.5.2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
36.237.145.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
165.75.248.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
67.51.152.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
185.148.246.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
215.181.48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
117.100.153.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
219.63.159.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
140.46.235.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
126.77.61.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
162.39.95.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,0.13624601229251065,0,0,0,0
192.168.1.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,151.0,7.0,0.0,92.0,108.0,276.1715229357798,458823.0,847515.2935779816,100023414.0,0.4985411684402293,114.25229357798165,0.0,0.42201834862385323,0.4954128440366973,0.046357615894039736,0.1362171212679374,0,0,0,0
192.168.2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,128.0,7.0,0.0,79.0,92.0,358.26147058823534,450945.9946524064,680123.1818181818,84326901.0,0.5891066532447857,131.5133689839572,0.0,0.42245989304812837,0.4919786096256685,0.0546875,0.1361883424607253,0,0,0,0
192.168.1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,119.0,7.0,0.0,71.0,95.0,292.528988700565,335058.70621468924,736539.8587570621,59305391.0,0.33795697308415434,101.63276836158192,0.0,0.4011299435028249,0.536723163841808,0.058823529411764705,0.13521608969184762,0,0,0,0
192.168.2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,132.0,7.0,0.0,86.0,108.0,219.25967692307694,327000.6717948718,497270.9692307692,63765131.0,0.769411158696755,83.24102564102564,0.0,0.441025641025641,0.5538461538461539,0.05303030303030303,0.13479313572058726,0,0,1,0
192.168.1.110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,144.0,7.0,0.0,78.0,106.0,318.3521683168317,526397.8910891089,740992.5297029703,106332374.0,0.5528337499740911,122.5,0.0,0.38613861386138615,0.5247524752475248,0.04861111111111111,0.13351367165454142,0,0,0,0
192.168.2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,148.0,7.0,0.0,88.0,108.0,241.7813860465116,295854.3069767442,497293.21860465116,63608676.0,0.8074790058587272,82.09767441860465,0.0,0.40930232558139534,0.5023255813953489,0.0472972972972973,0.1334593643241585,0,0,1,0
192.168.2.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,141.0,7.0,0.0,91.0,113.0,401.11756603773586,480616.9433962264,805788.8301886793,101890792.0,0.4944525491206706,98.04716981132076,0.0,0.42924528301886794,0.5330188679245284,0.04964539007092199,0.13238602377025954,0,0,0,0
192.168.2.130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,155.0,7.0,0.0,89.0,104.0,267.8185555555555,366282.27555555553,637674.8488888888,82413512.0,0.7970614083495277,88.57333333333334,0.0,0.39555555555555555,0.4622222222222222,0.04516129032258064,0.13218239490008343,0,0,1,0
192.168.1.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,115.0,7.0,0.0,67.0,90.0,298.7696864864865,395406.63243243244,666056.4486486487,73150227.0,0.4824721262883389,92.26486486486486,0.0,0.3621621621621622,0.4864864864864865,0.06086956521739131,0.1316704955003276,0,0,0,0
192.168.1.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,152.0,7.0,0.0,90.0,110.0,236.94882432432433,337875.45495495497,544050.4234234234,75008351.0,0.41511669860779565,77.38738738738739,0.0,0.40540540540540543,0.4954954954954955,0.046052631578947366,0.13033831938477047,0,0,0,0
192.168.1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,133.0,7.0,0.0,75.0,110.0,224.64871739130436,319997.5543478261,567473.0054347826,58879550.0,0.5076193918031775,100.2445652173913,0.0,0.4076086956521739,0.5978260869565217,0.05263157894736842,0.13028082339833058,0,0,0,0
192.168.2.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,142.0,7.0,0.0,86.0,115.0,254.1859577464789,319597.92957746476,550149.7511737089,68074359.0,0.3806526339857366,67.82159624413146,0.0,0.40375586854460094,0.539906103286385,0.04929577464788732,0.13010412125136406,0,0,0,0
192.168.1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,120.0,7.0,0.0,76.0,94.0,340.62846907216493,472535.0412371134,679756.6237113402,91671798.0,0.4152919606628834,114.35567010309278,0.0,0.3917525773195876,0.4845360824742268,0.058333333333333334,0.12965406541349966,0,0,0,0
192.168.1.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,115.0,7.0,0.0,77.0,97.0,317.80275409836065,417393.65573770495,747217.131147541,76383039.0,0.3781038069999235,94.97267759562841,0.0,0.4207650273224044,0.5300546448087432,0.06086956521739131,0.1290340041210083,0,0,0,0
192.168.2.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,139.0,7.0,0.0,77.0,101.0,227.26301913875596,260884.41148325359,441647.6746411483,54524842.0,0.4263567486377661,84.79425837320574,0.0,0.3684210526315789,0.48325358851674644,0.050359712230215826,0.12869583856597056,0,0,0,0
192.168.2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,127.0,7.0,0.0,68.0,85.0,243.21560555555556,305977.4555555555,557179.7222222222,55075942.0,0.4137090892478153,82.87777777777778,0.0,0.37777777777777777,0.4722222222222222,0.05511811023622047,0.12833106669922267,0,0,0,0
192.168.2.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,149.0,7.0,0.0,81.0,118.0,222.46922857142857,314224.02857142856,657421.3761904762,65987046.0,0.41270243725725486,75.11428571428571,0.0,0.38571428571428573,0.5619047619047619,0.04697986577181208,0.12802385619021883,0,0,0,0
192.168.2.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,143.0,7.0,0.0,86.0,103.0,187.24010185185185,305662.5416666667,529332.3148148148,66023109.0,0.3476363243499882,81.7824074074074,0.0,0.39814814814814814,0.47685185185185186,0.04895104895104895,0.12801962346037543,0,0,0,0
192.168.2.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,130.0,6.0,0.0,83.0,110.0,299.51439999999997,376671.57,646770.64,75334314.0,0.7374512463820158,91.49,0.0,0.415,0.55,0.046153846153846156,0.12789518678976097,0,0,1,0
192.168.1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,135.0,7.0,0.0,65.0,97.0,212.453043715847,349495.8360655738,565649.9672131147,63957738.0,0.6596711746013464,73.32786885245902,0.0,0.3551912568306011,0.5300546448087432,0.05185185185185185,0.12755292195650336,0,0,1,0
192.168.1.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,135.0,7.0,0.0,66.0,112.0,343.15913775510205,483121.60714285716,748666.0510204082,94691835.0,0.5041318527697703,99.47448979591837,0.0,0.336734693877551,0.5714285714285714,0.05185185185185185,0.12726736931455163,0,0,0,0
99.108.107.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
48.179.59.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
2.63.32.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
48.21.143.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
121.62.20.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
4.217.117.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
69.130.4.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,2.3333333333333335,0.12698562472514774,0,0,0,0
98.8.92.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,0.12698184539883428,0,0,0,0
116.239.70.210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,0.12698184539883428,0,0,0,0
216.31.226.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,0.12698184539883428,0,0,0,0
14.139.243.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,0.12698184539883428,0,0,0,0
189.69.206.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,0.12698184539883428,0,0,0,0
158.134.167.190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,0.12698184539883428,0,0,0,0
192.168.2.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,150.0,7.0,0.0,95.0,113.0,242.73718584070795,354192.22123893804,587825.5575221239,80047442.0,0.5546312786869186,82.79203539823008,0.0,0.42035398230088494,0.5,0.04666666666666667,0.12688894587410238,0,0,0,0
192.168.2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,136.0,6.0,0.0,73.0,93.0,262.9224404145078,409151.55958549224,720078.8756476684,78966251.0,0.3954340314795646,97.50259067357513,0.0,0.37823834196891193,0.48186528497409326,0.04411764705882353,0.1267878979877205,0,0,0,0
192.168.2.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,154.0,7.0,0.0,85.0,115.0,348.4182487804878,468787.98536585364,837224.6585365854,96101537.0,0.30127874204782945,96.88780487804878,0.0,0.4146341463414634,0.5609756097560976,0.045454545454545456,0.12625483443092334,0,0,0,0
192.168.2.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,122.0,7.0,0.0,72.0,83.0,309.45811299435024,346432.5988700565,767056.4745762711,61318570.0,0.5365938728548126,100.24858757062147,0.0,0.4067796610169492,0.4689265536723164,0.05737704918032787,0.12581766746893985,0,0,0,0
192.168.2.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,125.0,7.0,0.0,68.0,100.0,234.31352238805968,397146.63184079604,569179.960199005,79826473.0,0.5822063817394612,108.94527363184079,0.0,0.3383084577114428,0.4975124378109453,0.056,0.1258130982659854,0,0,0,0
192.168.2.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,143.0,7.0,0.0,82.0,100.0,210.4066093023256,311451.9395348837,580828.3813953488,66962167.0,0.4148396925431519,70.16279069767442,0.0,0.3813953488372093,0.46511627906976744,0.04895104895104895,0.12553936064681448,0,0,0,0
192.168.2.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,124.0,7.0,0.0,75.0,89.0,347.619252688172,499087.86559139786,840963.5591397849,92830343.0,0.3517637719347026,103.39784946236558,0.0,0.4032258064516129,0.478494623655914,0.056451612903225805,0.12374130498257319,0,0,0,0
192.168.1.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,127.0,7.0,0.0,91.0,97.0,320.07657788944726,364328.3768844221,862164.8944723618,72501347.0,0.3809921422758613,107.40201005025126,0.0,0.457286432160804,0.48743718592964824,0.05511811023622047,0.12371465192192155,0,0,0,0
192.168.2.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,135.0,7.0,0.0,87.0,89.0,317.50683333333336,490185.33838383836,791582.5404040404,97056697.0,0.44289601281730584,114.46969696969697,0.0,0.4393939393939394,0.4494949494949495,0.05185185185185185,0.12280155643255863,0,0,0,0
192.168.2.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,130.0,6.0,0.0,74.0,107.0,256.67676767676767,402041.7525252525,629120.5858585859,79604267.0,0.42516700252561695,95.0909090909091,0.0,0.37373737373737376,0.5404040404040404,0.046153846153846156,0.12260999594414268,0,0,0,0
192.168.2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,133.0,7.0,0.0,70.0,97.0,255.85228780487805,291535.51219512196,513869.89756097563,59764780.0,0.45051935676891935,89.34634146341463,0.0,0.34146341463414637,0.47317073170731705,0.05263157894736842,0.12223186813166487,0,0,0,0
192.168.2.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,138.0,7.0,0.0,79.0,104.0,206.28962068965515,328420.275862069,589421.527093596,66669316.0,1.0010086159125573,70.58620689655173,0.0,0.3891625615763547,0.5123152709359606,0.050724637681159424,0.1216083389936169,0,0,1,0
192.168.1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,130.0,6.0,0.0,85.0,106.0,326.5911578947368,427935.1196172249,676795.3110047847,89438440.0,0.6158461159700086,99.63636363636364,0.0,0.40669856459330145,0.507177033492823,0.046153846153846156,0.12089417191581509,0,0,0,0
192.168.2.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,149.0,7.0,0.0,95.0,116.0,325.77288625592416,445098.05213270144,758522.1516587677,93915689.0,0.41774914917016515,109.32227488151659,0.0,0.45023696682464454,0.5497630331753555,0.04697986577181208,0.12073999340261377,0,0,0,0
192.168.1.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,130.0,7.0,0.0,86.0,118.0,278.5985,482517.679245283,685567.0896226416,102293748.0,0.6084142600535072,92.13679245283019,0.0,0.4056603773584906,0.5566037735849056,0.05384615384615385,0.12014758704702921,0,0,0,0
76.23.1.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
71.36.46.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
43.248.125.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
6.167.0.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
194.47.33.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
56.136.105.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
128.227.90.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
182.34.76.150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
168.75.36.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
109.71.91.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.11993915601922256,0,0,0,0
204.221.199.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,1.6666666666666667,0.11882455576685036,0,0,0,0
126.54.119.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,1.6666666666666667,0.11882455576685036,0,0,0,0
206.188.24.200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,1.6666666666666667,0.11882455576685036,0,0,0,0
