event_id,timestamp,username,hostname,event_type,resource_accessed,bytes_transferred,duration_sec,source_ip,is_off_hours,is_new_resource,failed_attempts_prior_1h,peer_group_deviation_score,is_anomaly,anomaly_type,mitre_technique
UE-0000000314,2025-01-27 14:59:31.786,suresh.poudel,WS-KTM-004,FILE_ACCESS,email_server,62097,162.59,192.168.1.14,False,False,0,0.2949,False,,
UE-0000000417,2025-09-03 10:17:56.643,anita.magar,WS-KTM-002,EMAIL_SEND,intranet_portal,12811,22.84,192.168.1.12,False,False,0,0.0935,False,,
UE-0000000069,2025-01-27 17:59:42.849,sita.basnet,WS-BTW-014,SHARE_ACCESS,customer_records,5866,20.68,192.168.10.24,False,False,0,0.089,False,,
UE-0000000262,2025-03-24 08:58:49.342,deepak.rai,WS-BTW-013,DB_QUERY,hr_payroll,178439,12.73,192.168.10.23,False,False,0,0.1359,False,,
UE-00000002BD,2025-02-03 11:27:44.604,gita.basnet,WS-PKR-010,DB_QUERY,branch_reports,200160,60.29,192.168.2.20,False,False,0,0.36,False,,
UE-0000000312,2025-02-12 13:36:08.451,suresh.poudel,WS-KTM-004,DB_QUERY,account_statements,55487,87.85,192.168.1.14,False,False,0,0.3708,False,,
UE-000000003F,2025-09-02 17:24:14.876,rita.regmi,WS-KTM-007,PRINT,customer_records,2215431,12.57,192.168.1.17,False,False,0,0.1366,False,,
UE-000000011A,2025-01-27 15:06:18.425,bindu.joshi,WS-PKR-012,SOFTWARE_INSTALL,transaction_logs,48070,1.16,192.168.2.22,False,False,0,0.0667,False,,
UE-00000004B3,2025-10-01 16:07:01.844,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_customer_table,126399,10.83,10.10.2.11,False,False,0,0.1235,False,,
UE-00000000EF,2025-05-01 15:58:15.712,rita.regmi,WS-KTM-007,EMAIL_SEND,loan_applications,259775,64.63,192.168.1.17,False,False,0,0.0706,False,,
UE-00000000E0,2026-01-19 14:28:55.939,sita.basnet,WS-BTW-014,PRIVILEGE_USE,hr_payroll,84994,20.57,192.168.10.24,False,False,0,0.0752,False,,
UE-0000000092,2025-03-06 09:53:57.511,rajan.regmi,WS-BTW-015,EMAIL_SEND,customer_records,23115,26.07,192.168.10.25,False,False,0,0.2332,False,,
UE-0000000505,2025-08-05 07:49:29.564,sita.basnet,WS-BTW-014,DB_QUERY,transaction_logs,189161248,3.19,192.168.10.24,True,False,0,0.1097,False,,
UE-0000000176,2025-11-24 10:40:56.986,bindu.joshi,WS-PKR-012,FILE_ACCESS,attendance_system,46470,8.1,192.168.2.22,False,False,0,0.1905,False,,
UE-0000000077,2025-09-01 09:09:16.202,bikash.poudel,WS-KTM-005,FILE_ACCESS,account_statements,3243256,89.28,192.168.1.15,False,False,0,0.2382,False,,
UE-0000000410,2026-02-05 10:07:08.549,sita.basnet,WS-BTW-014,DB_QUERY,attendance_system,647029,46.22,192.168.10.24,False,False,0,0.229,False,,
UE-00000000FB,2026-06-22 10:15:12.634,suresh.poudel,WS-KTM-004,EMAIL_SEND,branch_reports,166159,16.26,192.168.1.14,False,False,0,0.0575,False,,
UE-000000052E,2026-05-17 03:24:26.000,ram.shrestha,WS-KTM-001,DB_QUERY,customer_records,266257399,280.33,192.168.1.11,True,False,0,0.7867,True,LARGE_DATA_TRANSFER,T1041
UE-000000000A,2026-06-29 16:38:20.972,rajan.regmi,WS-BTW-015,PRINT,email_server,89124,10.5,192.168.10.25,False,False,0,0.0787,False,,
UE-00000001C2,2025-10-13 08:32:14.563,rekha.khadka,WS-PKR-011,EMAIL_SEND,hr_payroll,323701,3.1,192.168.2.21,False,False,0,0.1518,False,,
UE-0000000100,2025-03-18 12:57:34.577,anita.magar,WS-KTM-002,SHARE_ACCESS,account_statements,88881,2.93,192.168.1.12,False,False,0,0.1629,False,,
UE-0000000252,2025-07-02 08:12:06.497,bikash.poudel,WS-KTM-005,FILE_ACCESS,customer_records,36139,9.25,192.168.1.15,False,False,0,0.2235,False,,
UE-0000000186,2026-06-01 17:57:33.819,anita.magar,WS-KTM-002,EMAIL_SEND,shared_drive_operations,1239,31.05,192.168.1.12,False,False,0,0.1035,False,,
UE-000000032A,2025-07-14 16:39:44.851,ram.thapa,WS-KTM-008,LARGE_DOWNLOAD,shared_drive_finance,148043,12.14,192.168.1.18,False,False,0,0.0695,False,,
UE-0000000452,2025-04-21 14:45:01.164,ram.rai,WS-KTM-003,SOFTWARE_INSTALL,branch_reports,199952,25.65,192.168.1.13,False,False,0,0.0077,False,,
UE-000000022E,2026-01-26 17:18:29.646,ram.rai,WS-KTM-003,LARGE_DOWNLOAD,account_statements,1007240,13.65,192.168.1.13,False,False,0,0.1362,False,,
UE-00000001CD,2025-04-17 14:42:38.620,bikash.poudel,WS-KTM-005,PRIVILEGE_USE,shared_drive_finance,275674,63.98,192.168.1.15,False,False,0,0.0993,False,,
UE-00000004F5,2026-02-19 06:19:55.729,laxmi.poudel,WS-PKR-009,DB_QUERY,hr_payroll,24394,16.37,192.168.2.19,True,False,0,0.2074,False,,
UE-0000000091,2025-10-23 11:19:07.048,suresh.poudel,WS-KTM-004,FILE_ACCESS,intranet_portal,38120,28.73,192.168.1.14,False,False,0,0.1439,False,,
UE-00000001F6,2026-04-21 16:32:05.406,bikash.poudel,WS-KTM-005,DB_QUERY,customer_records,521285,37.01,192.168.1.15,False,False,0,0.1241,False,,
UE-00000003E2,2026-03-19 08:37:51.641,rekha.rai,WS-KTM-099,USB_INSERT,kyc_documents,251602,16.72,192.168.1.99,False,False,0,0.3125,False,,
UE-00000004F8,2026-03-24 19:58:44.584,nabin.joshi,WS-KTM-006,DB_QUERY,customer_records,8414,14.78,192.168.1.16,True,False,0,0.3473,False,,
UE-000000021C,2025-10-22 09:25:43.766,ram.thapa,WS-KTM-008,REMOTE_LOGIN,transaction_logs,2341,6.03,192.168.1.18,False,False,0,0.1194,False,,
UE-00000000B2,2025-06-11 15:26:30.475,anita.magar,WS-KTM-002,FILE_ACCESS,shared_drive_operations,66644,11.74,192.168.1.12,False,False,0,0.1606,False,,
UE-0000000530,2026-05-17 03:28:23.000,ram.shrestha,WS-KTM-001,LARGE_DOWNLOAD,pumori_loan_table,211597219,240.89,192.168.1.11,True,False,0,0.8481,True,LARGE_DATA_TRANSFER,T1041
UE-00000002BA,2025-11-03 17:50:58.695,rekha.khadka,WS-PKR-011,DB_QUERY,hr_payroll,461648,3.1,192.168.2.21,False,False,0,0.1719,False,,
UE-000000031A,2026-01-05 14:09:45.874,anita.magar,WS-KTM-002,DB_QUERY,hr_payroll,259807,38.98,192.168.1.12,False,False,0,0.2655,False,,
UE-0000000388,2026-06-24 16:05:18.479,rekha.rai,WS-KTM-099,DB_QUERY,email_server,641253,31.43,192.168.1.99,False,False,0,0.2551,False,,
UE-00000002E4,2026-05-27 16:53:51.460,gita.basnet,WS-PKR-010,LARGE_DOWNLOAD,customer_records,336458,23.81,192.168.2.20,False,True,0,0.2911,False,,
UE-00000003AC,2026-02-19 11:56:19.086,bindu.joshi,WS-PKR-012,FILE_ACCESS,branch_reports,12867171,25.44,192.168.2.22,False,False,0,0.0759,False,,
UE-000000055B,2026-03-08 14:03:10.000,admin.operations,SRV-DC-01,REMOTE_LOGIN,ad_admin_console,4227,2.84,10.10.1.10,False,False,19,0.6671,True,PRIVILEGE_ABUSE,T1110
UE-0000000008,2025-09-08 10:41:44.005,deepak.rai,WS-BTW-013,PRIVILEGE_USE,transaction_logs,14161,23.02,192.168.10.23,False,False,0,0.0439,False,,
UE-00000004D9,2025-01-13 12:12:35.206,srv_pumori_app,SRV-APP-01,DB_QUERY,pumori_customer_table,1555415,6.1,10.10.3.10,False,False,0,0.0677,False,,
UE-000000029C,2025-12-16 14:46:36.630,rekha.khadka,WS-PKR-011,LARGE_DOWNLOAD,account_statements,288921,7.64,192.168.2.21,False,False,0,0.1088,False,,
UE-000000044D,2025-02-17 13:43:28.239,bindu.joshi,WS-PKR-012,EMAIL_SEND,hr_payroll,1356322,5.46,192.168.2.22,False,False,0,0.3142,False,,
UE-0000000166,2025-02-05 17:39:39.251,bikash.poudel,WS-KTM-005,EMAIL_SEND,email_server,380074,1.84,192.168.1.15,False,False,0,0.2036,False,,
UE-000000014A,2025-01-13 10:44:00.167,suresh.poudel,WS-KTM-004,DB_QUERY,branch_reports,19784,41.78,192.168.1.14,False,False,0,0.0467,False,,
UE-0000000472,2026-01-05 12:08:46.637,rita.regmi,WS-KTM-007,DB_QUERY,shared_drive_finance,27154,19.67,192.168.1.17,False,False,0,0.2319,False,,
UE-0000000422,2025-03-06 11:56:06.816,rita.regmi,WS-KTM-007,REMOTE_LOGIN,intranet_portal,8458,16.81,192.168.1.17,False,False,0,0.1846,False,,
UE-00000003D9,2026-01-07 08:17:31.926,rekha.rai,WS-KTM-099,SHARE_ACCESS,shared_drive_operations,45154,34.91,192.168.1.99,False,False,0,0.146,False,,
UE-0000000103,2026-01-29 10:50:44.741,rekha.khadka,WS-PKR-011,FILE_ACCESS,attendance_system,51378,1.58,192.168.2.21,False,False,0,0.0074,False,,
UE-000000043C,2025-06-02 12:38:29.966,roshan.karki,WS-KTM-001,SHARE_ACCESS,kyc_documents,36253813,7.29,192.168.1.11,False,False,0,0.093,False,,
UE-0000000175,2025-08-15 17:06:59.508,rekha.khadka,WS-PKR-011,FILE_ACCESS,attendance_system,74829,39.48,192.168.2.21,False,False,0,0.0722,False,,
UE-00000003F0,2025-02-13 15:14:58.003,rajan.regmi,WS-BTW-015,EMAIL_SEND,attendance_system,219407,12.88,192.168.10.25,False,False,0,0.0334,False,,
UE-000000030D,2025-01-23 11:53:33.660,ram.rai,WS-KTM-003,DB_QUERY,shared_drive_operations,143451,1.32,192.168.1.13,False,False,0,0.1752,False,,
UE-000000008F,2026-04-29 10:48:45.480,gita.basnet,WS-PKR-010,DB_QUERY,customer_records,418819,1.33,192.168.2.20,False,False,0,0.134,False,,
UE-000000020E,2025-11-11 17:22:49.722,laxmi.poudel,WS-PKR-009,DB_QUERY,account_statements,79279,27.07,192.168.2.19,False,False,0,0.162,False,,
UE-0000000419,2026-02-24 15:10:16.212,rekha.khadka,WS-PKR-011,EMAIL_SEND,email_server,116218,12.77,192.168.2.21,False,True,0,0.1282,False,,
UE-0000000353,2026-05-27 11:42:52.760,nabin.joshi,WS-KTM-006,USB_INSERT,kyc_documents,5066096,4.41,192.168.1.16,False,False,0,0.076,False,,
UE-00000003D1,2026-03-19 11:39:32.980,laxmi.poudel,WS-PKR-009,REMOTE_LOGIN,intranet_portal,9940,72.21,192.168.2.19,False,False,0,0.2863,False,,
UE-000000051E,2025-06-27 07:43:54.908,laxmi.poudel,WS-PKR-009,EMAIL_SEND,kyc_documents,173733,36.21,192.168.2.19,True,False,0,0.3931,False,,
UE-00000001B9,2026-01-19 13:11:07.410,ram.rai,WS-KTM-003,DB_QUERY,email_server,79693,51.97,192.168.1.13,False,False,0,0.1964,False,,
UE-0000000214,2025-06-23 08:23:15.670,ram.thapa,WS-KTM-008,FILE_ACCESS,account_statements,94090,7.56,192.168.1.18,False,False,0,0.2611,False,,
UE-00000003B5,2025-03-21 13:43:33.412,rajan.regmi,WS-BTW-015,EMAIL_SEND,shared_drive_finance,17010589,20.86,192.168.10.25,False,False,0,0.1893,False,,
UE-00000000E3,2025-09-11 15:22:09.282,ram.thapa,WS-KTM-008,FILE_ACCESS,attendance_system,22534,49.74,192.168.1.18,False,False,0,0.0454,False,,
UE-00000003E6,2025-04-15 08:35:03.301,ram.rai,WS-KTM-003,REMOTE_LOGIN,hr_payroll,4637654,2.69,192.168.1.13,False,False,0,0.2367,False,,
UE-00000000E5,2025-02-04 15:38:43.720,suresh.poudel,WS-KTM-004,REMOTE_LOGIN,loan_applications,200937,38.04,192.168.1.14,False,False,0,0.0785,False,,
UE-00000004AC,2025-07-14 17:31:46.184,nabin.joshi,WS-KTM-006,EMAIL_SEND,customer_records,133703,11.19,192.168.1.16,False,False,0,0.2208,False,,
UE-00000000D5,2025-09-01 15:48:17.976,deepak.rai,WS-BTW-013,DB_QUERY,shared_drive_operations,1017292,19.19,192.168.10.23,False,False,0,0.1084,False,,
UE-0000000050,2026-06-29 16:58:17.850,bindu.joshi,WS-PKR-012,FILE_ACCESS,email_server,1935028,10.58,192.168.2.22,False,False,0,0.1457,False,,
UE-0000000095,2026-04-27 08:40:24.382,deepak.rai,WS-BTW-013,DB_QUERY,customer_records,5618646,18.12,192.168.10.23,False,False,0,0.2558,False,,
UE-0000000303,2026-01-30 13:33:02.303,ram.rai,WS-KTM-003,DB_QUERY,kyc_documents,1384334,2.17,192.168.1.13,False,False,0,0.2915,False,,
UE-00000002A0,2025-10-15 08:21:24.641,bikash.poudel,WS-KTM-005,EMAIL_SEND,account_statements,8443,35.1,192.168.1.15,False,False,0,0.0505,False,,
UE-0000000508,2025-11-11 20:43:15.004,laxmi.poudel,WS-PKR-009,DB_QUERY,customer_records,29166,17.25,192.168.2.19,True,False,0,0.198,False,,
UE-0000000395,2025-10-27 08:31:25.497,rekha.rai,WS-KTM-099,EMAIL_SEND,attendance_system,12786,15.28,192.168.1.99,False,False,0,0.1188,False,,
UE-00000002FE,2026-04-27 16:02:27.543,anita.magar,WS-KTM-002,DB_QUERY,attendance_system,957788,15.21,192.168.1.12,False,False,0,0.083,False,,
UE-0000000086,2025-05-15 17:24:09.166,rekha.khadka,WS-PKR-011,FILE_ACCESS,attendance_system,100644,39.43,192.168.2.21,False,False,0,0.1251,False,,
UE-000000048A,2026-02-25 09:58:31.007,bikash.poudel,WS-KTM-005,FILE_ACCESS,intranet_portal,291386,16.06,192.168.1.15,False,False,0,0.1212,False,,
UE-0000000199,2025-06-27 17:51:00.229,bikash.poudel,WS-KTM-005,DB_QUERY,kyc_documents,139818,2.93,192.168.1.15,False,False,0,0.0434,False,,
UE-0000000373,2025-03-03 08:21:59.240,suresh.poudel,WS-KTM-004,DB_QUERY,branch_reports,147301,6.68,192.168.1.14,False,False,0,0.1378,False,,
UE-00000001FC,2025-08-18 16:25:22.836,deepak.rai,WS-BTW-013,REMOTE_LOGIN,email_server,1442604,30.39,192.168.10.23,False,False,0,0.1313,False,,
UE-0000000442,2026-03-18 10:11:23.190,gita.basnet,WS-PKR-010,SHARE_ACCESS,loan_applications,333263,17.56,192.168.2.20,False,False,0,0.0435,False,,
UE-00000001F9,2025-02-13 11:33:58.810,ram.thapa,WS-KTM-008,DB_QUERY,email_server,739387,59.56,192.168.1.18,False,False,0,0.2746,False,,
UE-0000000369,2026-02-25 13:28:30.894,bikash.poudel,WS-KTM-005,SHARE_ACCESS,kyc_documents,51388,133.72,192.168.1.15,False,False,0,0.364,False,,
UE-000000015C,2025-06-09 09:10:28.477,suresh.poudel,WS-KTM-004,DB_QUERY,transaction_logs,169007,74.35,192.168.1.14,False,False,0,0.2335,False,,
UE-0000000183,2025-09-29 11:53:17.577,rajan.regmi,WS-BTW-015,FILE_ACCESS,attendance_system,221988,1.11,192.168.10.25,False,False,0,0.292,False,,
UE-0000000001,2025-03-13 13:39:20.679,sita.basnet,WS-BTW-014,REMOTE_LOGIN,attendance_system,439515,40.5,192.168.10.24,False,False,0,0.143,False,,
UE-0000000169,2026-02-02 12:11:01.326,rekha.khadka,WS-PKR-011,EMAIL_SEND,customer_records,131320,15.61,192.168.2.21,False,False,0,0.2653,False,,
UE-0000000516,2026-05-14 06:13:43.429,ram.rai,WS-KTM-003,DB_QUERY,branch_reports,3283,9.62,192.168.1.13,True,False,0,0.2734,False,,
UE-00000001DC,2025-07-08 16:04:50.517,ram.thapa,WS-KTM-008,FILE_ACCESS,shared_drive_finance,419686,6.93,192.168.1.18,False,False,0,0.0801,False,,
UE-0000000507,2025-01-08 19:50:14.519,deepak.rai,WS-BTW-013,DB_QUERY,kyc_documents,181680,33.6,192.168.10.23,True,False,0,0.1991,False,,
UE-00000003F2,2025-07-08 08:23:00.075,deepak.rai,WS-BTW-013,DB_QUERY,shared_drive_finance,195279,3.6,192.168.10.23,False,False,0,0.0262,False,,
UE-0000000411,2025-05-14 11:19:27.837,rita.regmi,WS-KTM-007,SHARE_ACCESS,email_server,81786,14.63,192.168.1.17,False,False,0,0.1371,False,,
UE-00000003D3,2025-01-17 10:41:59.002,rekha.khadka,WS-PKR-011,EMAIL_SEND,customer_records,837977,3.79,192.168.2.21,False,False,0,0.2463,False,,
UE-00000003A4,2025-09-09 15:21:18.517,roshan.karki,WS-KTM-001,FILE_ACCESS,kyc_documents,505621,2.62,192.168.1.11,False,False,0,0.1076,False,,
UE-0000000550,2025-08-14 10:22:31.031,deepak.bhattarai,WS-KTM-003,SHARE_ACCESS,shared_drive_operations,125620657,234.87,192.168.1.13,False,True,0,0.9092,True,LARGE_DATA_TRANSFER,T1078
UE-00000000AD,2025-09-15 11:40:35.281,ram.rai,WS-KTM-003,FILE_ACCESS,kyc_documents,448896,35.2,192.168.1.13,False,False,0,0.2604,False,,
UE-00000001C3,2026-04-16 15:51:36.458,ram.rai,WS-KTM-003,FILE_ACCESS,email_server,25630,37.58,192.168.1.13,False,False,0,0.0327,False,,
UE-000000007E,2025-02-10 11:45:28.449,nabin.joshi,WS-KTM-006,EMAIL_SEND,shared_drive_operations,739,74.9,192.168.1.16,False,False,0,0.0876,False,,
UE-000000033D,2026-05-27 12:48:45.784,sita.basnet,WS-BTW-014,EMAIL_SEND,kyc_documents,1622281,1.53,192.168.10.24,False,False,0,0.128,False,,
UE-0000000213,2025-01-13 11:54:42.953,rajan.regmi,WS-BTW-015,REMOTE_LOGIN,kyc_documents,1091320,16.67,192.168.10.25,False,False,0,0.0744,False,,
UE-00000002CA,2025-10-09 12:00:47.114,laxmi.poudel,WS-PKR-009,EMAIL_SEND,shared_drive_operations,278894,15.42,192.168.2.19,False,False,0,0.064,False,,
UE-000000005B,2025-08-11 11:21:49.151,rita.regmi,WS-KTM-007,PRINT,shared_drive_operations,8280801,2.2,192.168.1.17,False,True,0,0.1829,False,,
UE-0000000534,2026-05-17 03:36:04.000,ram.shrestha,WS-KTM-001,LARGE_DOWNLOAD,customer_records,106444293,233.82,192.168.1.11,True,False,0,0.8185,True,LARGE_DATA_TRANSFER,T1041
UE-00000000B6,2026-05-26 16:29:31.900,nabin.joshi,WS-KTM-006,DB_QUERY,customer_records,12574,91.39,192.168.1.16,False,False,0,0.2058,False,,
UE-00000003A6,2026-03-02 14:57:29.974,sita.basnet,WS-BTW-014,REMOTE_LOGIN,intranet_portal,12727,53.21,192.168.10.24,False,False,0,0.0877,False,,
UE-000000019F,2026-02-19 14:47:02.597,sita.basnet,WS-BTW-014,SHARE_ACCESS,shared_drive_operations,169108,6.29,192.168.10.24,False,False,0,0.3662,False,,
UE-00000000FC,2025-03-24 13:25:29.578,deepak.rai,WS-BTW-013,FILE_ACCESS,attendance_system,111977,5.36,192.168.10.23,False,False,0,0.1324,False,,
UE-0000000046,2025-01-30 08:20:50.057,gita.basnet,WS-PKR-010,DB_QUERY,branch_reports,106202,25.52,192.168.2.20,False,False,0,0.2486,False,,
UE-0000000084,2025-08-08 13:49:31.196,nabin.joshi,WS-KTM-006,FILE_ACCESS,account_statements,1057435,1.82,192.168.1.16,False,False,0,0.2442,False,,
UE-000000012D,2025-06-19 17:08:50.211,sita.basnet,WS-BTW-014,REMOTE_LOGIN,customer_records,413684,29.14,192.168.10.24,False,False,0,0.1766,False,,
UE-0000000361,2025-09-17 16:24:19.654,ram.thapa,WS-KTM-008,LARGE_DOWNLOAD,branch_reports,55347,34.19,192.168.1.18,False,False,0,0.2293,False,,
UE-0000000147,2025-06-09 16:20:25.600,rita.regmi,WS-KTM-007,EMAIL_SEND,intranet_portal,68120,73.5,192.168.1.17,False,False,0,0.1938,False,,
UE-0000000542,2026-04-12 02:54:32.000,rajesh.pandey,SWIFT-GW-01,DB_QUERY,SWIFT_MT202_cover,13317,17.55,10.30.1.10,True,False,1,0.7361,True,SWIFT_ACCESS,T1021
UE-0000000403,2025-10-13 11:06:07.073,ram.rai,WS-KTM-003,DB_QUERY,shared_drive_finance,2020,42.43,192.168.1.13,False,False,0,0.3157,False,,
UE-00000001F4,2026-02-19 17:13:58.037,roshan.karki,WS-KTM-001,EMAIL_SEND,shared_drive_finance,492132,10.42,192.168.1.11,False,False,0,0.2678,False,,
UE-000000035B,2025-09-01 09:36:47.512,bikash.poudel,WS-KTM-005,USB_INSERT,shared_drive_finance,105670,28.81,192.168.1.15,False,False,0,0.3243,False,,
UE-000000016D,2025-01-29 13:36:36.145,bindu.joshi,WS-PKR-012,EMAIL_SEND,loan_applications,1471686,30.08,192.168.2.22,False,False,0,0.4069,False,,
UE-00000001F0,2025-11-20 14:10:00.320,bindu.joshi,WS-PKR-012,FILE_ACCESS,loan_applications,1387600,26.94,192.168.2.22,False,False,0,0.0566,False,,
UE-0000000502,2026-03-24 19:44:39.960,gita.basnet,WS-PKR-010,FILE_ACCESS,transaction_logs,617389,5.83,192.168.2.20,True,False,0,0.1575,False,,
UE-0000000153,2025-01-09 13:12:18.577,rajan.regmi,WS-BTW-015,PRINT,attendance_system,40747,13.07,192.168.10.25,False,False,0,0.0438,False,,
UE-00000001A6,2025-03-24 15:21:40.181,nabin.joshi,WS-KTM-006,DB_QUERY,customer_records,167467,8.49,192.168.1.16,False,True,0,0.0778,False,,
UE-00000000A5,2025-10-20 15:12:07.138,rita.regmi,WS-KTM-007,REMOTE_LOGIN,email_server,1755094,105.31,192.168.1.17,False,False,0,0.3473,False,,
UE-000000001D,2026-04-22 14:52:46.606,rekha.rai,WS-KTM-099,DB_QUERY,loan_applications,828220,51.98,192.168.1.99,False,False,0,0.088,False,,
UE-0000000205,2026-06-22 16:43:26.846,rita.regmi,WS-KTM-007,FILE_ACCESS,transaction_logs,3783043,2.6,192.168.1.17,False,False,0,0.1589,False,,
UE-00000000C2,2025-02-03 17:44:07.195,ram.thapa,WS-KTM-008,FILE_ACCESS,branch_reports,511532,4.31,192.168.1.18,False,False,0,0.2467,False,,
UE-000000046F,2025-09-12 12:02:33.926,roshan.karki,WS-KTM-001,PRINT,intranet_portal,150141,81.14,192.168.1.11,False,False,0,0.169,False,,
UE-00000004E1,2025-08-26 11:51:43.669,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_customer_table,207847,2.15,10.10.2.11,False,False,0,0.0404,False,,
UE-00000004CB,2025-06-11 08:09:23.144,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_customer_table,1549956,0.77,10.10.2.11,False,False,0,0.0138,False,,
UE-00000000AA,2025-05-09 13:41:04.460,ram.rai,WS-KTM-003,DB_QUERY,shared_drive_finance,57801,58.16,192.168.1.13,False,False,0,0.0904,False,,
UE-0000000398,2025-06-16 12:46:12.480,roshan.karki,WS-KTM-001,DB_QUERY,loan_applications,122208,1.55,192.168.1.11,False,False,0,0.4485,False,,
UE-000000028D,2025-10-23 10:07:57.134,rajan.regmi,WS-BTW-015,LARGE_DOWNLOAD,customer_records,112836,13.92,192.168.10.25,False,False,0,0.1128,False,,
UE-00000000AE,2026-06-01 10:37:37.157,ram.rai,WS-KTM-003,FILE_ACCESS,shared_drive_operations,116513,13.24,192.168.1.13,False,False,0,0.1465,False,,
UE-0000000207,2026-03-18 16:26:23.895,roshan.karki,WS-KTM-001,FILE_ACCESS,shared_drive_finance,32577,49.68,192.168.1.11,False,False,0,0.1393,False,,
UE-000000045F,2026-02-05 09:33:46.289,deepak.rai,WS-BTW-013,DB_QUERY,loan_applications,46080,6.91,192.168.10.23,False,False,0,0.101,False,,
UE-000000038E,2025-09-23 09:27:34.018,ram.rai,WS-KTM-003,FILE_ACCESS,transaction_logs,21397,8.08,192.168.1.13,False,True,0,0.0669,False,,
UE-00000001EC,2025-06-16 10:14:39.854,bikash.poudel,WS-KTM-005,DB_QUERY,transaction_logs,16724,1.16,192.168.1.15,False,False,0,0.1774,False,,
UE-000000004A,2025-11-03 14:44:16.467,bindu.joshi,WS-PKR-012,REMOTE_LOGIN,loan_applications,440645,36.7,192.168.2.22,False,False,0,0.4566,False,,
UE-00000004B1,2025-12-15 09:12:08.491,srv_pumori_app,SRV-APP-01,DB_QUERY,pumori_transaction_db,1993369,3.83,10.10.3.10,False,False,0,0.1474,False,,
UE-000000024C,2026-05-12 15:35:18.555,anita.magar,WS-KTM-002,SHARE_ACCESS,loan_applications,48745,50.14,192.168.1.12,False,False,0,0.1067,False,,
UE-00000003EF,2025-12-08 17:36:21.630,rajan.regmi,WS-BTW-015,DB_QUERY,branch_reports,11368,28.41,192.168.10.25,False,False,0,0.0138,False,,
UE-0000000292,2025-12-08 09:03:06.426,gita.basnet,WS-PKR-010,LARGE_DOWNLOAD,account_statements,4232624,6.19,192.168.2.20,False,False,0,0.1367,False,,
UE-00000000EB,2025-11-04 10:51:29.936,ram.thapa,WS-KTM-008,FILE_ACCESS,hr_payroll,177659,29.03,192.168.1.18,False,False,0,0.1559,False,,
UE-00000002DD,2025-06-05 13:57:25.588,laxmi.poudel,WS-PKR-009,FILE_ACCESS,attendance_system,1110820,25.0,192.168.2.19,False,False,0,0.1641,False,,
UE-00000000D7,2026-06-01 12:44:07.654,deepak.rai,WS-BTW-013,SOFTWARE_INSTALL,kyc_documents,46744,61.78,192.168.10.23,False,False,0,0.3056,False,,
UE-00000000A3,2026-02-12 13:41:17.255,bindu.joshi,WS-PKR-012,LARGE_DOWNLOAD,customer_records,349696,8.91,192.168.2.22,False,False,0,0.1436,False,,
UE-0000000085,2025-04-14 16:49:34.855,gita.basnet,WS-PKR-010,SHARE_ACCESS,shared_drive_finance,17015,4.3,192.168.2.20,False,True,0,0.0872,False,,
UE-00000003F1,2025-09-02 15:47:49.975,rita.regmi,WS-KTM-007,REMOTE_LOGIN,attendance_system,3694,15.97,192.168.1.17,False,False,0,0.1554,False,,
UE-00000004BA,2025-07-07 14:09:57.683,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_transaction_db,14627742,3.51,10.10.2.11,False,False,0,0.079,False,,
UE-000000055E,2026-03-08 14:06:04.000,admin.operations,SRV-DC-01,REMOTE_LOGIN,ad_admin_console,2577,2.47,10.10.1.10,False,False,24,0.6433,True,PRIVILEGE_ABUSE,T1110
UE-00000000BA,2026-02-02 16:28:48.563,ram.rai,WS-KTM-003,DB_QUERY,shared_drive_operations,2322849,1.99,192.168.1.13,False,False,0,0.1383,False,,
UE-000000002A,2025-08-20 16:24:28.930,sita.basnet,WS-BTW-014,DB_QUERY,shared_drive_operations,16548,41.5,192.168.10.24,False,False,0,0.2076,False,,
UE-00000002B5,2025-12-17 16:44:15.177,sita.basnet,WS-BTW-014,SHARE_ACCESS,transaction_logs,285506,18.43,192.168.10.24,False,False,0,0.5315,False,,
UE-000000006D,2025-03-25 12:28:42.434,anita.magar,WS-KTM-002,DB_QUERY,email_server,119210,56.32,192.168.1.12,False,False,0,0.2024,False,,
UE-0000000027,2025-04-16 08:36:18.480,rekha.rai,WS-KTM-099,DB_QUERY,branch_reports,419355,100.41,192.168.1.99,False,False,0,0.1781,False,,
UE-0000000239,2025-12-19 12:30:34.008,bikash.poudel,WS-KTM-005,SHARE_ACCESS,email_server,183133,38.63,192.168.1.15,False,False,0,0.2491,False,,
UE-0000000348,2025-01-28 13:24:06.438,bindu.joshi,WS-PKR-012,DB_QUERY,branch_reports,647546,6.54,192.168.2.22,False,False,0,0.1464,False,,
UE-000000048F,2025-12-01 14:32:46.945,bikash.poudel,WS-KTM-005,SHARE_ACCESS,hr_payroll,11043,6.37,192.168.1.15,False,False,0,0.0725,False,,
UE-000000052C,2026-05-17 03:20:10.000,ram.shrestha,WS-KTM-001,LARGE_DOWNLOAD,pumori_customer_table,367382566,198.34,192.168.1.11,True,False,0,0.8285,True,LARGE_DATA_TRANSFER,T1041
