entity,timestamp,score,ml_score,rule_score,flags,mitre,source_ip,username,hostname
deepak.rai@WS-BTW-013,2025-06-17 14:29:05.967,0.0316,0.0316,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
deepak.rai@WS-BTW-013,2025-01-22 09:52:00.781,0.2578,0.2578,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rajan.regmi@WS-BTW-015,2025-05-01 12:09:10.280,0.0698,0.0698,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
sita.basnet@WS-BTW-014,2025-07-28 15:40:54.997,0.1445,0.1445,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
bikash.poudel@WS-KTM-005,2025-05-05 08:03:53.799,0.1258,0.1258,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
anita.magar@WS-KTM-002,2026-04-07 09:51:57.857,0.0338,0.0338,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
rekha.khadka@WS-PKR-011,2025-12-22 14:08:48.379,0.0097,0.0097,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
rita.regmi@WS-KTM-007,2025-07-30 12:48:45.828,0.1213,0.1213,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
ram.shrestha@WS-KTM-001,2026-05-17 03:26:20.000,1.0,0.8523,1.0,unauthorized_pumori|off_hours|high_peer_deviation,Collection:T1005|Persistence:T1078|Valid Accounts:T1078,192.168.1.11,ram.shrestha,WS-KTM-001
deepak.rai@WS-BTW-013,2026-05-04 17:08:16.009,0.0771,0.0771,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rekha.rai@WS-KTM-099,2026-02-23 15:26:45.860,0.95,0.0111,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
rekha.khadka@WS-PKR-011,2026-05-25 16:51:48.683,0.0478,0.0478,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
sita.basnet@WS-BTW-014,2026-03-16 14:27:30.392,0.0854,0.0854,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
rekha.khadka@WS-PKR-011,2025-08-29 08:00:42.091,0.397,0.397,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.2.21,rekha.khadka,WS-PKR-011
bikash.poudel@WS-KTM-005,2025-03-03 16:18:26.411,0.4792,0.4792,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.1.15,bikash.poudel,WS-KTM-005
sita.basnet@WS-BTW-014,2025-08-27 17:50:42.638,0.1744,0.1744,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
bindu.joshi@WS-PKR-012,2025-03-04 14:17:12.991,0.0532,0.0532,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
anita.magar@WS-KTM-002,2025-06-02 13:18:29.979,0.0044,0.0044,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
ram.rai@WS-KTM-003,2025-12-23 14:59:59.487,0.0785,0.0785,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
bikash.poudel@WS-KTM-005,2026-06-08 12:22:26.492,0.0366,0.0366,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
rekha.khadka@WS-PKR-011,2025-04-27 20:16:33.739,0.607,0.607,0.15,off_hours,Persistence:T1078,192.168.2.21,rekha.khadka,WS-PKR-011
bindu.joshi@WS-PKR-012,2025-11-10 13:19:18.497,0.0,0.0,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
deepak.rai@WS-BTW-013,2025-07-09 08:39:54.372,0.1904,0.1904,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
sita.basnet@WS-BTW-014,2025-05-23 17:38:05.147,0.2075,0.2075,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
srv_pumori_app@SRV-APP-01,2025-02-19 13:05:19.008,0.0533,0.0533,0.0,,,10.10.3.10,srv_pumori_app,SRV-APP-01
gita.basnet@WS-PKR-010,2025-03-28 10:20:07.244,0.1428,0.1428,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
sita.basnet@WS-BTW-014,2026-04-20 11:51:25.644,0.2754,0.2754,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
laxmi.poudel@WS-PKR-009,2026-04-22 16:05:33.911,0.0627,0.0627,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
roshan.karki@WS-KTM-001,2025-06-12 21:47:16.948,0.5131,0.5131,0.15,off_hours,Persistence:T1078,192.168.1.11,roshan.karki,WS-KTM-001
rita.regmi@WS-KTM-007,2025-01-06 16:49:36.184,0.1069,0.1069,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
laxmi.poudel@WS-PKR-009,2026-05-26 14:28:44.953,0.232,0.232,0.2,,,192.168.2.19,laxmi.poudel,WS-PKR-009
roshan.karki@WS-KTM-001,2025-10-27 14:24:49.086,0.0007,0.0007,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
ram.rai@WS-KTM-003,2025-11-14 14:46:54.244,0.1255,0.1255,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
rita.regmi@WS-KTM-007,2026-04-08 12:29:16.872,0.0351,0.0351,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
bindu.joshi@WS-PKR-012,2025-11-17 14:47:07.097,0.5175,0.5175,0.1,new_resource,,192.168.2.22,bindu.joshi,WS-PKR-012
bikash.poudel@WS-KTM-005,2025-03-13 12:49:50.874,0.0483,0.0483,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bindu.joshi@WS-PKR-012,2025-12-19 10:53:57.264,0.0928,0.0928,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
suresh.poudel@WS-KTM-004,2026-05-25 08:06:25.422,0.5296,0.5296,0.1,new_resource,,192.168.1.14,suresh.poudel,WS-KTM-004
roshan.karki@WS-KTM-001,2025-04-16 06:29:59.610,0.5061,0.5061,0.15,off_hours,Persistence:T1078,192.168.1.11,roshan.karki,WS-KTM-001
suresh.poudel@WS-KTM-004,2025-12-11 12:04:36.820,0.0371,0.0371,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
laxmi.poudel@WS-PKR-009,2025-12-30 12:37:05.787,0.0643,0.0643,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
deepak.rai@WS-BTW-013,2025-09-15 17:32:29.687,0.2103,0.2103,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rajan.regmi@WS-BTW-015,2026-04-06 17:51:16.349,0.554,0.554,0.2,large_data_transfer,,192.168.10.25,rajan.regmi,WS-BTW-015
nabin.joshi@WS-KTM-006,2026-04-24 14:07:57.949,0.0867,0.0867,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
sita.basnet@WS-BTW-014,2026-01-28 11:42:28.743,0.0407,0.0407,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
laxmi.poudel@WS-PKR-009,2025-04-16 17:43:46.118,0.4983,0.4983,0.1,new_resource,,192.168.2.19,laxmi.poudel,WS-PKR-009
rajan.regmi@WS-BTW-015,2025-09-22 20:16:48.897,0.5662,0.5662,0.15,off_hours,Persistence:T1078,192.168.10.25,rajan.regmi,WS-BTW-015
bikash.poudel@WS-KTM-005,2026-05-11 13:02:14.779,0.0,0.0,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
suresh.poudel@WS-KTM-004,2025-08-21 17:59:00.649,0.2037,0.2037,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rajan.regmi@WS-BTW-015,2025-01-20 15:09:41.655,0.0165,0.0165,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
sita.basnet@WS-BTW-014,2026-04-13 17:59:27.638,0.1305,0.1305,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
ram.thapa@WS-KTM-008,2025-02-10 13:24:58.815,0.2,0.1924,0.2,,,192.168.1.18,ram.thapa,WS-KTM-008
sita.basnet@WS-BTW-014,2025-06-20 21:24:13.356,0.6831,0.6831,0.15,off_hours|ml_anomaly,Persistence:T1078|Anomaly:T0000,192.168.10.24,sita.basnet,WS-BTW-014
rita.regmi@WS-KTM-007,2025-03-24 17:56:21.753,0.288,0.288,0.2,,,192.168.1.17,rita.regmi,WS-KTM-007
deepak.rai@WS-BTW-013,2025-03-31 12:13:47.759,0.2858,0.2858,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.10.23,deepak.rai,WS-BTW-013
gita.basnet@WS-PKR-010,2025-11-17 12:53:31.878,0.0703,0.0703,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
bikash.poudel@WS-KTM-005,2025-11-04 11:33:27.302,0.0652,0.0652,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.thapa@WS-KTM-008,2025-12-31 10:49:06.122,0.4418,0.4418,0.3,,,192.168.1.18,ram.thapa,WS-KTM-008
suresh.poudel@WS-KTM-004,2026-04-10 17:38:03.316,0.217,0.217,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rekha.rai@WS-KTM-099,2025-03-10 09:53:05.095,0.95,0.1949,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
bikash.poudel@WS-KTM-005,2025-05-07 17:46:24.359,0.1609,0.1609,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.thapa@WS-KTM-008,2026-03-11 10:38:15.310,0.022,0.022,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
rekha.khadka@WS-PKR-011,2025-08-15 09:40:52.475,0.4228,0.4228,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.2.21,rekha.khadka,WS-PKR-011
deepak.rai@WS-BTW-013,2025-05-13 17:45:05.317,0.0879,0.0879,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rajan.regmi@WS-BTW-015,2025-04-06 19:29:29.657,0.6519,0.6519,0.15,off_hours|ml_anomaly,Persistence:T1078|Anomaly:T0000,192.168.10.25,rajan.regmi,WS-BTW-015
laxmi.poudel@WS-PKR-009,2025-12-10 13:57:34.082,0.046,0.046,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
rita.regmi@WS-KTM-007,2025-09-23 14:28:40.934,0.0235,0.0235,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
gita.basnet@WS-PKR-010,2025-06-18 10:20:59.726,0.0712,0.0712,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
rita.regmi@WS-KTM-007,2026-05-15 14:41:36.200,0.3621,0.3621,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
suresh.poudel@WS-KTM-004,2025-03-29 07:46:06.939,0.4976,0.4976,0.15,off_hours,Persistence:T1078,192.168.1.14,suresh.poudel,WS-KTM-004
deepak.rai@WS-BTW-013,2025-12-01 08:40:17.802,0.153,0.153,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
ram.rai@WS-KTM-003,2025-05-05 10:25:25.711,0.1262,0.1262,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
rekha.rai@WS-KTM-099,2026-01-13 09:37:30.984,0.95,0.1909,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
gita.basnet@WS-PKR-010,2025-10-02 16:07:10.229,0.0746,0.0746,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
rekha.khadka@WS-PKR-011,2025-05-06 08:08:36.211,0.1517,0.1517,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
gita.basnet@WS-PKR-010,2025-09-15 11:02:01.634,0.1122,0.1122,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
rekha.rai@WS-KTM-099,2026-04-13 16:23:03.511,0.95,0.1632,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
rajan.regmi@WS-BTW-015,2025-02-21 10:59:36.443,0.2173,0.2173,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
bindu.joshi@WS-PKR-012,2025-04-16 16:54:07.291,0.0523,0.0523,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
laxmi.poudel@WS-PKR-009,2025-10-16 12:15:06.050,0.0531,0.0531,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
nabin.joshi@WS-KTM-006,2025-06-20 15:18:08.191,0.1962,0.1962,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
deepak.rai@WS-BTW-013,2025-04-10 10:20:48.810,0.1847,0.1847,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
gita.basnet@WS-PKR-010,2025-10-06 13:06:34.593,0.4642,0.4642,0.1,new_resource,,192.168.2.20,gita.basnet,WS-PKR-010
roshan.karki@WS-KTM-001,2025-11-24 09:53:45.665,0.0498,0.0498,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
gita.basnet@WS-PKR-010,2025-09-24 08:40:30.592,0.0874,0.0874,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
sita.basnet@WS-BTW-014,2025-08-18 17:09:58.587,0.3415,0.3415,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.10.24,sita.basnet,WS-BTW-014
rita.regmi@WS-KTM-007,2025-12-04 12:19:47.835,0.1716,0.1716,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
bikash.poudel@WS-KTM-005,2026-03-24 09:58:14.836,0.0828,0.0828,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
admin_db_sync@SRV-SQL-02,2025-04-28 15:10:07.229,0.0319,0.0319,0.0,,,10.10.2.11,admin_db_sync,SRV-SQL-02
bikash.poudel@WS-KTM-005,2025-12-08 10:40:48.905,0.1377,0.1377,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bikash.poudel@WS-KTM-005,2025-12-23 09:11:34.402,0.0925,0.0925,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
laxmi.poudel@WS-PKR-009,2025-08-20 17:12:29.952,0.0797,0.0797,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
roshan.karki@WS-KTM-001,2026-04-20 11:28:51.298,0.0702,0.0702,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
nabin.joshi@WS-KTM-006,2026-04-28 09:01:37.069,0.4802,0.4802,0.1,new_resource,,192.168.1.16,nabin.joshi,WS-KTM-006
rekha.rai@WS-KTM-099,2025-05-26 08:24:37.927,0.95,0.159,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
laxmi.poudel@WS-PKR-009,2026-03-10 14:54:22.470,0.0077,0.0077,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
deepak.rai@WS-BTW-013,2025-03-26 16:34:39.156,0.0561,0.0561,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rekha.rai@WS-KTM-099,2026-04-17 14:55:42.988,0.95,0.1689,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
suresh.poudel@WS-KTM-004,2025-09-01 11:51:47.602,0.1904,0.1904,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rekha.khadka@WS-PKR-011,2025-05-05 17:34:08.329,0.1395,0.1395,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
rekha.rai@WS-KTM-099,2025-01-10 09:42:22.456,0.95,0.1607,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
bikash.poudel@WS-KTM-005,2025-05-14 11:12:34.387,0.0132,0.0132,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
roshan.karki@WS-KTM-001,2026-01-15 19:01:19.918,0.4867,0.4867,0.15,off_hours,Persistence:T1078,192.168.1.11,roshan.karki,WS-KTM-001
bikash.poudel@WS-KTM-005,2025-08-27 09:02:47.144,0.0684,0.0684,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
suresh.poudel@WS-KTM-004,2025-07-30 16:53:44.899,0.1217,0.1217,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
deepak.rai@WS-BTW-013,2025-10-24 16:31:02.842,0.1922,0.1922,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
sita.basnet@WS-BTW-014,2025-09-11 17:09:46.523,0.1193,0.1193,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
laxmi.poudel@WS-PKR-009,2025-02-27 15:34:23.716,0.2151,0.2151,0.2,,,192.168.2.19,laxmi.poudel,WS-PKR-009
suresh.poudel@WS-KTM-004,2025-02-19 10:20:48.398,0.1201,0.1201,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rajesh.pandey@SWIFT-GW-01,2026-04-12 02:48:32.000,0.9,0.8513,0.9,off_hours|high_peer_deviation|swift_off_hours,Persistence:T1078|Valid Accounts:T1078|Lateral Movement:T1021,10.30.1.10,rajesh.pandey,SWIFT-GW-01
roshan.karki@WS-KTM-001,2026-01-20 11:44:51.323,0.0416,0.0416,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
ram.shrestha@WS-KTM-001,2026-05-17 03:42:01.000,1.0,0.9255,1.0,unauthorized_pumori|off_hours|high_peer_deviation,Collection:T1005|Persistence:T1078|Valid Accounts:T1078,192.168.1.11,ram.shrestha,WS-KTM-001
suresh.poudel@WS-KTM-004,2025-03-21 08:49:30.775,0.1861,0.1861,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
roshan.karki@WS-KTM-001,2025-12-08 11:47:34.216,0.0356,0.0356,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
nabin.joshi@WS-KTM-006,2026-01-23 16:24:02.786,0.175,0.175,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
suresh.poudel@WS-KTM-004,2025-07-08 13:53:56.149,0.0299,0.0299,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rita.regmi@WS-KTM-007,2025-05-16 13:18:15.663,0.132,0.132,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
gita.basnet@WS-PKR-010,2025-07-28 16:02:22.833,0.0418,0.0418,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
anita.magar@WS-KTM-002,2025-09-03 15:24:07.246,0.0524,0.0524,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
ram.thapa@WS-KTM-008,2025-11-14 11:51:12.150,0.0945,0.0945,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
rajan.regmi@WS-BTW-015,2026-04-06 16:01:23.142,0.1932,0.1932,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
gita.basnet@WS-PKR-010,2026-05-04 16:14:24.699,0.1087,0.1087,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
roshan.karki@WS-KTM-001,2025-08-27 08:39:48.918,0.0753,0.0753,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
laxmi.poudel@WS-PKR-009,2025-06-05 11:06:08.189,0.042,0.042,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
anita.magar@WS-KTM-002,2025-09-16 15:07:52.066,0.0373,0.0373,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
roshan.karki@WS-KTM-001,2026-05-22 13:11:31.217,0.1327,0.1327,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
sita.basnet@WS-BTW-014,2025-10-30 10:12:21.235,0.2463,0.2463,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
sita.basnet@WS-BTW-014,2025-05-29 11:59:39.465,0.2142,0.2142,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
rajan.regmi@WS-BTW-015,2025-01-03 14:41:43.965,0.1405,0.1405,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
rita.regmi@WS-KTM-007,2026-01-12 17:28:29.787,0.1273,0.1273,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
gita.basnet@WS-PKR-010,2025-06-12 12:05:41.369,0.0582,0.0582,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
bindu.joshi@WS-PKR-012,2025-09-15 17:26:45.468,0.1575,0.1575,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
bindu.joshi@WS-PKR-012,2025-04-09 13:32:12.501,0.242,0.242,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
laxmi.poudel@WS-PKR-009,2025-06-30 14:41:24.374,0.048,0.048,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
admin_db_sync@SRV-SQL-02,2025-12-08 10:51:41.943,0.029,0.029,0.0,,,10.10.2.11,admin_db_sync,SRV-SQL-02
rekha.rai@WS-KTM-099,2025-04-03 13:55:14.954,0.95,0.0845,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
admin.operations@SRV-DC-01,2026-03-08 14:00:21.000,0.9139,0.9139,0.55,elevated_peer_deviation|failed_access_spike,Valid Accounts:T1078|Credential Access:T1110,10.10.1.10,admin.operations,SRV-DC-01
laxmi.poudel@WS-PKR-009,2025-10-20 16:51:17.422,0.0501,0.0501,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
rita.regmi@WS-KTM-007,2026-03-17 17:38:41.329,0.0965,0.0965,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
bikash.poudel@WS-KTM-005,2025-09-19 12:20:07.007,0.1147,0.1147,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
rekha.rai@WS-KTM-099,2025-04-10 06:09:49.891,0.95,0.4796,0.95,off_hours|honeypot_contact,Persistence:T1078,192.168.1.99,rekha.rai,WS-KTM-099
bikash.poudel@WS-KTM-005,2025-11-10 10:50:16.232,0.1196,0.1196,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bikash.poudel@WS-KTM-005,2025-10-13 10:17:55.809,0.1827,0.1827,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bikash.poudel@WS-KTM-005,2026-05-27 12:47:23.948,0.0067,0.0067,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
rekha.khadka@WS-PKR-011,2026-05-06 15:51:02.661,0.1615,0.1615,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
anita.magar@WS-KTM-002,2026-05-19 08:21:27.184,0.0636,0.0636,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
rekha.rai@WS-KTM-099,2026-01-23 13:34:24.103,0.95,0.1309,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
rekha.rai@WS-KTM-099,2025-03-14 11:24:05.748,0.95,0.1635,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
anita.magar@WS-KTM-002,2025-06-13 09:26:58.604,0.155,0.155,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
ram.thapa@WS-KTM-008,2025-10-13 09:15:35.615,0.0427,0.0427,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
rita.regmi@WS-KTM-007,2026-05-21 14:48:35.124,0.1908,0.1908,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
nabin.joshi@WS-KTM-006,2025-12-10 09:07:17.144,0.1566,0.1566,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
bindu.joshi@WS-PKR-012,2025-01-15 13:48:53.543,0.4958,0.4958,0.1,new_resource,,192.168.2.22,bindu.joshi,WS-PKR-012
ram.thapa@WS-KTM-008,2025-12-25 12:18:42.803,0.1779,0.1779,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
rekha.rai@WS-KTM-099,2025-09-01 11:37:42.487,0.95,0.0313,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
suresh.poudel@WS-KTM-004,2025-04-02 06:39:59.421,0.4318,0.4318,0.15,off_hours,Persistence:T1078,192.168.1.14,suresh.poudel,WS-KTM-004
rekha.khadka@WS-PKR-011,2025-02-24 10:24:40.005,0.0848,0.0848,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
anita.magar@WS-KTM-002,2026-03-06 17:49:59.904,0.3942,0.3942,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.1.12,anita.magar,WS-KTM-002
deepak.rai@WS-BTW-013,2025-06-10 13:16:35.086,0.0756,0.0756,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
bindu.joshi@WS-PKR-012,2026-06-08 15:40:44.377,0.2089,0.2089,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
anita.magar@WS-KTM-002,2025-09-01 17:28:47.898,0.0693,0.0693,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
bindu.joshi@WS-PKR-012,2025-06-09 16:50:06.128,0.0303,0.0303,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
laxmi.poudel@WS-PKR-009,2025-12-15 17:44:25.665,0.0656,0.0656,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
rekha.khadka@WS-PKR-011,2026-02-05 14:13:25.065,0.0472,0.0472,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
nabin.joshi@WS-KTM-006,2026-02-09 17:12:04.146,0.0731,0.0731,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
ram.rai@WS-KTM-003,2026-02-16 09:11:08.488,0.5336,0.5336,0.1,new_resource,,192.168.1.13,ram.rai,WS-KTM-003
roshan.karki@WS-KTM-001,2026-05-27 13:21:14.429,0.3812,0.3812,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
ram.thapa@WS-KTM-008,2025-01-22 08:59:35.662,0.0982,0.0982,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
laxmi.poudel@WS-PKR-009,2025-09-15 15:24:36.495,0.1373,0.1373,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
laxmi.poudel@WS-PKR-009,2026-06-08 16:36:59.585,0.1136,0.1136,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
ram.thapa@WS-KTM-008,2025-09-15 09:13:10.406,0.072,0.072,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
bindu.joshi@WS-PKR-012,2025-07-17 15:00:14.760,0.0936,0.0936,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
pumori_batch@SRV-SQL-01,2025-06-18 08:51:23.662,0.0768,0.0768,0.0,,,10.10.2.10,pumori_batch,SRV-SQL-01
rekha.rai@WS-KTM-099,2025-09-10 12:56:50.959,0.95,0.0291,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
pumori_batch@SRV-SQL-01,2026-06-01 09:32:51.793,0.0593,0.0593,0.0,,,10.10.2.10,pumori_batch,SRV-SQL-01
rajan.regmi@WS-BTW-015,2026-01-07 17:33:28.423,0.1044,0.1044,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
admin.operations@SRV-DC-01,2026-03-08 14:01:09.000,0.9165,0.9165,0.55,elevated_peer_deviation|failed_access_spike,Valid Accounts:T1078|Credential Access:T1110,10.10.1.10,admin.operations,SRV-DC-01
bindu.joshi@WS-PKR-012,2025-07-10 14:22:00.103,0.0606,0.0606,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
rita.regmi@WS-KTM-007,2026-04-26 06:22:50.935,0.5915,0.5915,0.15,off_hours,Persistence:T1078,192.168.1.17,rita.regmi,WS-KTM-007
sita.basnet@WS-BTW-014,2026-04-30 09:31:39.961,0.061,0.061,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
deepak.rai@WS-BTW-013,2026-01-09 09:59:36.204,0.147,0.147,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rita.regmi@WS-KTM-007,2026-03-30 08:53:40.830,0.1244,0.1244,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
suresh.poudel@WS-KTM-004,2025-09-11 11:17:34.835,0.1535,0.1535,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
deepak.rai@WS-BTW-013,2025-06-30 17:36:19.415,0.0723,0.0723,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
ram.rai@WS-KTM-003,2026-04-13 14:56:40.589,0.0536,0.0536,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
