event_id,event_log_id,timestamp,hostname,domain,event_name,event_description,subject_username,subject_domain,target_username,target_domain,logon_type,logon_type_name,process_name,process_id,parent_process,source_ip,workstation_name,failure_reason,is_anomaly,anomaly_type,mitre_technique
4688,EVT-V7HS1TLQ4T,2025-10-29 12:39:43.921,WS-PKR-008,GIBLBANK,Process created,A new process has been created: explorer.exe,user_005,GIBLBANK,user_005,GIBLBANK,,,explorer.exe,59796,explorer.exe,,WS-PKR-008,,False,,
4624,EVT-3K9D6A1W5D,2025-10-29 15:45:07.873,WS-KTM-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_029,GIBLBANK,user_029,GIBLBANK,2,Interactive,,60780,,,WS-KTM-004,,False,,
4625,EVT-HAFARCIODE,2025-10-29 16:16:15.406,SRV-SQL-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_033,GIBLBANK,user_033,GIBLBANK,3,Network,,41792,,10.10.1.13,SRV-SQL-01,Unknown user,False,,
4624,EVT-IME1WLY3ME,2025-10-30 09:14:33.825,WS-KTM-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_033,GIBLBANK,user_033,GIBLBANK,10,RemoteInteractive,,58396,,10.10.1.18,WS-KTM-002,,False,,
4648,EVT-4GF7DUGAAZ,2025-10-30 11:37:37.647,SRV-APP-01,GIBLBANK,Explicit credential use,Explicit credentials used: user_012 used credentials for admin_01.,user_012,GIBLBANK,admin_01,GIBLBANK,3,Network,,27761,,192.168.1.15,SRV-APP-01,,False,,
4624,EVT-W9I9NFR72H,2025-10-30 11:54:13.253,ATM-PKR-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_016,GIBLBANK,user_016,GIBLBANK,2,Interactive,,25688,,,ATM-PKR-002,,False,,
4740,EVT-SOGGY5KOV1,2025-10-30 12:29:24.160,ATM-KTM-004,GIBLBANK,Account locked out,Account user_032 was locked after repeated failures.,user_032,GIBLBANK,user_032,GIBLBANK,,,,20820,,91.195.240.117,ATM-KTM-004,Account locked,False,,
4624,EVT-VPRT6IQ4D7,2025-10-30 12:52:17.103,WS-KTM-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,dba_user1,GIBLBANK,dba_user1,GIBLBANK,10,RemoteInteractive,,1180,,192.168.1.35,WS-KTM-003,,False,,
4624,EVT-4KAMPOPDLW,2025-10-30 13:26:22.693,WS-KTM-013,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_012,GIBLBANK,user_012,GIBLBANK,10,RemoteInteractive,,54825,,192.168.1.26,WS-KTM-013,,False,,
5140,EVT-2WGXO05QPA,2025-10-30 13:35:26.874,SRV-FILE-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Shared,user_030,GIBLBANK,user_030,GIBLBANK,3,Network,System,14476,,,SRV-FILE-01,,False,,
4688,EVT-B8X6JMRE2U,2025-10-30 15:03:46.532,ATM-KTM-002,GIBLBANK,Process created,A new process has been created: explorer.exe,user_013,GIBLBANK,user_013,GIBLBANK,,,explorer.exe,61956,explorer.exe,,ATM-KTM-002,,False,,
5140,EVT-0TUZG2VG35,2025-10-30 15:41:15.209,SRV-DC-02,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,admin_01,GIBLBANK,admin_01,GIBLBANK,3,Network,System,42547,,,SRV-DC-02,,False,,
4688,EVT-YDP3UWHWNY,2025-10-31 09:02:45.960,WS-PKR-004,GIBLBANK,Process created,powershell.exe spawned by winword.exe — macro execution indicator.,user_008,GIBLBANK,user_008,GIBLBANK,,,powershell.exe,17768,winword.exe,,WS-PKR-004,,False,,
4624,EVT-ZIU6HULPRX,2025-10-31 10:15:59.641,WS-KTM-011,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_021,GIBLBANK,user_021,GIBLBANK,10,RemoteInteractive,,48707,,192.168.1.33,WS-KTM-011,,False,,
4624,EVT-6M9HKHJG4I,2025-10-31 10:18:14.413,WS-BTW-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_013,GIBLBANK,user_013,GIBLBANK,10,RemoteInteractive,,13244,,192.168.1.47,WS-BTW-001,,False,,
4624,EVT-6M9HKHJG4I,2025-10-31 10:18:14.413,WS-BTW-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_013,GIBLBANK,user_013,GIBLBANK,10,RemoteInteractive,,13244,,192.168.1.47,WS-BTW-001,,False,,
4672,EVT-D7U4XXGX57,2025-10-31 11:21:09.509,SRV-FILE-01,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,SRV-DC-01$,GIBLBANK,SRV-DC-01$,GIBLBANK,3,Network,,46406,,,SRV-FILE-01,,False,,
4624,EVT-HWJR64DPJA,2025-10-31 12:18:50.369,SRV-APP-02,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_014,GIBLBANK,user_014,GIBLBANK,10,RemoteInteractive,,50936,,192.168.1.31,SRV-APP-02,,False,,
4648,EVT-5RC6ZS62YW,2025-10-31 14:52:20.171,SRV-FILE-01,GIBLBANK,Explicit credential use,Explicit credentials used: user_035 used credentials for SRV-DC-02$.,user_035,GIBLBANK,SRV-DC-02$,GIBLBANK,3,Network,,8282,,192.168.1.46,SRV-FILE-01,,False,,
4672,EVT-41L12IM29N,2025-10-31 17:57:18.706,SRV-DC-01,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,admin_01,GIBLBANK,admin_01,GIBLBANK,3,Network,,24588,,,SRV-DC-01,,False,,
7045,EVT-XSGG24VVA0,2025-10-31 18:19:44.070,SWIFT-GW-02,GIBLBANK,New service installed,A new service was installed: WindowsUpdateSvc. Possible persistence mechanism.,SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,,,WindowsUpdateSvc.exe,58941,services.exe,,SWIFT-GW-02,,True,NEW_SERVICE,T1543.003
4624,EVT-I64CIYHE7U,2025-10-31 19:14:00.106,WS-KTM-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,swift_op2,GIBLBANK,swift_op2,GIBLBANK,10,RemoteInteractive,,31376,,192.168.1.13,WS-KTM-005,,False,,
4624,EVT-L8C4W8NF51,2025-11-01 08:03:47.990,SRV-DC-02,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_025,GIBLBANK,user_025,GIBLBANK,3,Network,,61705,,192.168.1.36,SRV-DC-02,,False,,
4624,EVT-KFD86DFNWP,2025-11-01 08:04:43.413,ATM-PKR-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_034,GIBLBANK,user_034,GIBLBANK,10,RemoteInteractive,,25804,,192.168.1.40,ATM-PKR-003,,False,,
4625,EVT-0N6HLO650Q,2025-11-01 09:02:02.957,SRV-DC-01,GIBLBANK,Failed logon,Brute force attempt from 198.51.100.22.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,3,Network,,12101,,198.51.100.22,SRV-DC-01,Wrong password,True,,
4624,EVT-0D3MPV9WXN,2025-11-01 09:26:10.141,WS-BTW-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_031,GIBLBANK,user_031,GIBLBANK,10,RemoteInteractive,,26631,,192.168.1.44,WS-BTW-005,,False,,
4624,EVT-IZUUV5XHS6,2025-11-01 09:46:57.649,SRV-APP-02,GIBLBANK,Successful logon,Network logon from workstation WS-KTM-010 to server — lateral movement.,user_039,GIBLBANK,user_039,GIBLBANK,3,Network,net.exe,17829,,192.168.1.42,SRV-APP-02,,False,,
4625,EVT-16IK49EAGC,2025-11-01 10:35:30.972,WS-KTM-008,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,user_026,GIBLBANK,user_026,GIBLBANK,3,Network,,37282,,192.168.1.31,WS-KTM-008,Wrong password,False,,
4624,EVT-I0PT2DA8DB,2025-11-01 11:16:12.108,WS-BTW-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_029,GIBLBANK,user_029,GIBLBANK,10,RemoteInteractive,,9611,,192.168.1.28,WS-BTW-004,,False,,
4624,EVT-8NGL4DHLE8,2025-11-01 13:27:39.019,SRV-DC-02,GIBLBANK,Successful logon,Network logon from workstation WS-BTW-003 to server — lateral movement.,user_003,GIBLBANK,user_003,GIBLBANK,3,Network,net.exe,33658,,192.168.1.21,SRV-DC-02,,False,,
4688,EVT-K9M1D0RIEI,2025-11-01 14:04:43.417,SWIFT-GW-03,GIBLBANK,Process created,A new process has been created: outlook.exe,user_009,GIBLBANK,user_009,GIBLBANK,,,outlook.exe,33622,services.exe,,SWIFT-GW-03,,False,,
4698,EVT-N3YTC84VE4,2025-11-01 14:28:49.463,WS-KTM-008,GIBLBANK,Scheduled task created,A scheduled task was created.,admin_02,GIBLBANK,admin_02,GIBLBANK,,,taskschd.msc,50085,,,WS-KTM-008,,False,,
4688,EVT-P9S8E9GF2F,2025-11-01 19:51:24.329,WS-KTM-018,GIBLBANK,Process created,A new process has been created: outlook.exe,user_038,GIBLBANK,user_038,GIBLBANK,,,outlook.exe,43980,svchost.exe,,WS-KTM-018,,False,,
4624,EVT-MH69YWJUSO,2025-11-02 06:56:09.421,SRV-APP-01,GIBLBANK,Successful logon,"Suspicious network logon — pass-the-hash indicator (Type 3, no password prompt).",SRV-DC-01$,GIBLBANK,SRV-DC-01$,GIBLBANK,3,Network,,36380,,10.30.1.3,SRV-APP-01,,True,PASS_THE_HASH,T1550.002
4688,EVT-ZD43W95CH4,2025-11-02 08:38:02.914,WS-KTM-011,GIBLBANK,Process created,A new process has been created: chrome.exe,user_003,GIBLBANK,user_003,GIBLBANK,,,chrome.exe,9919,services.exe,,WS-KTM-011,,False,,
4624,EVT-2K5QS49MVK,2025-11-02 09:23:55.786,ATM-PKR-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_038,GIBLBANK,user_038,GIBLBANK,3,Network,,63665,,10.10.1.1,ATM-PKR-002,,False,,
4625,EVT-TKR48CH7C8,2025-11-02 10:33:56.561,WS-BTW-005,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,user_010,GIBLBANK,user_010,GIBLBANK,3,Network,,22896,,203.0.113.55,WS-BTW-005,Wrong password,False,,
4624,EVT-BJN2E6XLJK,2025-11-02 10:56:56.941,WS-KTM-014,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,,10053,,192.168.1.39,WS-KTM-014,,False,,
4740,EVT-Z4OSU2MA90,2025-11-02 11:13:10.776,WS-PKR-005,GIBLBANK,Account locked out,Account admin_01 was locked after repeated failures.,admin_01,GIBLBANK,admin_01,GIBLBANK,,,,6406,,91.195.240.117,WS-PKR-005,Account locked,False,,
4624,EVT-S3LC37SRDV,2025-11-02 11:53:00.690,WS-KTM-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_038,GIBLBANK,user_038,GIBLBANK,10,RemoteInteractive,,55205,,192.168.1.12,WS-KTM-009,,False,,
4625,EVT-O3TVA7XWLR,2025-11-02 11:59:26.555,WS-PKR-005,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_017,GIBLBANK,user_017,GIBLBANK,3,Network,,55906,,192.168.1.48,WS-PKR-005,Unknown user,False,,
4624,EVT-WKKMY5TG5H,2025-11-02 13:16:39.222,ATM-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,2,Interactive,,17030,,,ATM-KTM-001,,False,,
4625,EVT-QW29PY5KH2,2025-11-02 16:08:10.849,WS-KTM-002,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_016,GIBLBANK,user_016,GIBLBANK,3,Network,,25401,,192.168.1.25,WS-KTM-002,Account locked,False,,
4688,EVT-EEHP2Z94HU,2025-11-02 16:18:58.942,WS-KTM-017,GIBLBANK,Process created,A new process has been created: explorer.exe,user_018,GIBLBANK,user_018,GIBLBANK,,,explorer.exe,62841,svchost.exe,,WS-KTM-017,,False,,
4624,EVT-1VSMADO8E7,2025-11-02 17:14:45.882,WS-BTW-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_024,GIBLBANK,user_024,GIBLBANK,3,Network,,9684,,192.168.1.39,WS-BTW-001,,False,,
4688,EVT-RTELQ8YHS6,2025-11-03 00:39:05.525,WS-KTM-009,GIBLBANK,Process created,A new process has been created: outlook.exe,user_024,GIBLBANK,user_024,GIBLBANK,,,outlook.exe,27911,explorer.exe,,WS-KTM-009,,False,,
4625,EVT-RAL0L8LPHY,2025-11-03 08:32:15.904,ATM-KTM-004,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,user_014,GIBLBANK,user_014,GIBLBANK,3,Network,,19717,,192.168.1.31,ATM-KTM-004,Wrong password,False,,
4648,EVT-A5XEV0YPMW,2025-11-03 09:11:35.760,SRV-DC-01,GIBLBANK,Explicit credential use,Explicit credentials used: user_002 used credentials for admin_02.,user_002,GIBLBANK,admin_02,GIBLBANK,3,Network,,19850,,192.168.1.46,SRV-DC-01,,False,,
4624,EVT-IVXSYTP4JU,2025-11-03 10:48:22.925,WS-BTW-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_039,GIBLBANK,user_039,GIBLBANK,3,Network,,20788,,192.168.1.36,WS-BTW-004,,False,,
5140,EVT-MDV107M4SQ,2025-11-03 16:31:50.547,SRV-APP-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,svc_backup,GIBLBANK,svc_backup,GIBLBANK,3,Network,System,63731,,,SRV-APP-01,,False,,
5140,EVT-HPBAHDG1YE,2025-11-04 00:12:17.455,SRV-DC-02,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,user_008,GIBLBANK,user_008,GIBLBANK,3,Network,System,51968,,,SRV-DC-02,,False,,
4740,EVT-OY3LNCE01L,2025-11-04 08:10:16.102,SRV-SQL-01,GIBLBANK,Account locked out,Account svc_backup was locked after repeated failures.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,,,,38542,,203.0.113.55,SRV-SQL-01,Account locked,False,,
4624,EVT-L1L57WVKQ9,2025-11-04 09:23:01.747,SRV-SQL-02,GIBLBANK,Successful logon,Network logon from workstation WS-KTM-013 to server — lateral movement.,user_026,GIBLBANK,user_026,GIBLBANK,3,Network,net.exe,8179,,10.30.1.2,SRV-SQL-02,,False,,
4624,EVT-GWUBUGR6E7,2025-11-04 09:41:19.288,SRV-SQL-01,GIBLBANK,Successful logon,Service account logon.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,5,Service,,12179,,,SRV-SQL-01,,False,,
4688,EVT-OYXYUAC06I,2025-11-04 10:32:57.458,ATM-PKR-001,GIBLBANK,Process created,A new process has been created: svchost.exe,user_006,GIBLBANK,user_006,GIBLBANK,,,svchost.exe,34765,explorer.exe,,ATM-PKR-001,,False,,
4688,EVT-HIEOPRM3X4,2025-11-04 11:33:25.241,SRV-PROXY-01,GIBLBANK,Process created,A new process has been created: outlook.exe,user_002,GIBLBANK,user_002,GIBLBANK,,,outlook.exe,3039,explorer.exe,,SRV-PROXY-01,,False,,
4688,EVT-20Y0ZMJ7NP,2025-11-04 11:43:19.219,WS-KTM-013,GIBLBANK,Process created,LSASS memory access — potential credential dumping.,SRV-DC-01$,GIBLBANK,SRV-DC-01$,GIBLBANK,,,lsass.exe,18307,powershell.exe,,WS-KTM-013,,True,LSASS_DUMP,T1003.001
4624,EVT-PF060O4VFK,2025-11-04 11:46:22.184,WS-BTW-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,,57254,,10.10.1.12,WS-BTW-001,,False,,
4698,EVT-WVWH1FJCN4,2025-11-04 15:03:14.045,ATM-PKR-001,GIBLBANK,Scheduled task created,A scheduled task was created.,SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,,,taskschd.msc,61412,,,ATM-PKR-001,,False,,
4688,EVT-MHK403UXH9,2025-11-04 15:31:31.154,WS-KTM-008,GIBLBANK,Process created,A new process has been created: explorer.exe,atm_tech1,GIBLBANK,atm_tech1,GIBLBANK,,,explorer.exe,670,explorer.exe,,WS-KTM-008,,False,,
4625,EVT-WUQQEA0S3E,2025-11-04 15:33:45.656,SRV-SQL-02,GIBLBANK,Failed logon,Brute force attempt from 45.33.32.156.,user_038,GIBLBANK,user_038,GIBLBANK,3,Network,,53933,,45.33.32.156,SRV-SQL-02,Wrong password,True,,
4624,EVT-ZH7D7J8G5A,2025-11-04 16:19:41.256,WS-KTM-011,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,svc_backup,GIBLBANK,svc_backup,GIBLBANK,3,Network,,35583,,192.168.1.25,WS-KTM-011,,False,,
4740,EVT-RMJLJX8XGS,2025-11-04 17:38:02.422,WS-KTM-019,GIBLBANK,Account locked out,Account user_020 was locked after repeated failures.,user_020,GIBLBANK,user_020,GIBLBANK,,,,16148,,45.33.32.156,WS-KTM-019,Account locked,False,,
4688,EVT-4645YU4OZY,2025-11-05 09:32:54.739,WS-KTM-012,GIBLBANK,Process created,A new process has been created: notepad.exe,admin_01,GIBLBANK,admin_01,GIBLBANK,,,notepad.exe,63637,services.exe,,WS-KTM-012,,False,,
4624,EVT-88UOGMVV6V,2025-11-05 10:00:38.637,WS-PKR-006,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_027,GIBLBANK,user_027,GIBLBANK,3,Network,,54212,,192.168.1.14,WS-PKR-006,,False,,
4624,EVT-46A908CMQX,2025-11-05 12:01:19.496,WS-PKR-008,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_015,GIBLBANK,user_015,GIBLBANK,10,RemoteInteractive,,12583,,192.168.1.30,WS-PKR-008,,False,,
4624,EVT-RY7QNUNZJA,2025-11-05 12:02:40.002,SWIFT-GW-02,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_004,GIBLBANK,user_004,GIBLBANK,2,Interactive,,26576,,,SWIFT-GW-02,,False,,
4624,EVT-DG5RIFWR0U,2025-11-05 12:21:30.397,WS-KTM-010,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,2,Interactive,,15632,,,WS-KTM-010,,False,,
5140,EVT-KTOBY20RM7,2025-11-05 14:22:37.627,SRV-APP-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,user_021,GIBLBANK,user_021,GIBLBANK,3,Network,System,54074,,,SRV-APP-01,,False,,
4624,EVT-PQ5LYYP6S0,2025-11-05 14:32:57.155,ATM-PKR-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_023,GIBLBANK,user_023,GIBLBANK,10,RemoteInteractive,,39253,,10.10.1.2,ATM-PKR-003,,False,,
4624,EVT-51BCOSK5G2,2025-11-05 17:28:32.290,WS-PKR-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_012,GIBLBANK,user_012,GIBLBANK,3,Network,,9969,,192.168.1.32,WS-PKR-003,,False,,
4624,EVT-C9AL4KFW21,2025-11-06 08:40:33.464,SRV-APP-02,GIBLBANK,Successful logon,Network logon from workstation WS-KTM-002 to server — lateral movement.,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,net.exe,20191,,10.10.1.3,SRV-APP-02,,False,,
4688,EVT-4YN6ZJUY3K,2025-11-06 09:41:00.680,WS-KTM-019,GIBLBANK,Process created,A new process has been created: explorer.exe,user_007,GIBLBANK,user_007,GIBLBANK,,,explorer.exe,48630,svchost.exe,,WS-KTM-019,,False,,
4624,EVT-REVBGG5NF2,2025-11-06 12:40:02.543,WS-KTM-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_034,GIBLBANK,user_034,GIBLBANK,3,Network,,29654,,192.168.1.36,WS-KTM-009,,False,,
4624,EVT-7WWG08QV6S,2025-11-06 14:24:57.367,WS-KTM-005,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,52622,,,WS-KTM-005,,False,,
4688,EVT-HPE77UY03D,2025-11-06 14:59:55.716,WS-BTW-003,GIBLBANK,Process created,A new process has been created: svchost.exe,user_010,GIBLBANK,user_010,GIBLBANK,,,svchost.exe,13059,explorer.exe,,WS-BTW-003,,False,,
4624,EVT-O30UBMC97C,2025-11-06 16:29:35.663,SWIFT-GW-03,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_020,GIBLBANK,user_020,GIBLBANK,10,RemoteInteractive,,61595,,192.168.1.11,SWIFT-GW-03,,False,,
4624,EVT-V2670CO6Z5,2025-11-06 16:30:26.920,WS-KTM-010,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_025,GIBLBANK,user_025,GIBLBANK,2,Interactive,,17764,,,WS-KTM-010,,False,,
4688,EVT-XSJUIL3PSF,2025-11-07 08:49:10.021,SRV-SQL-01,GIBLBANK,Process created,A new process has been created: explorer.exe,user_010,GIBLBANK,user_010,GIBLBANK,,,explorer.exe,62424,svchost.exe,,SRV-SQL-01,,False,,
4688,EVT-WOUKFUQJEO,2025-11-07 08:55:00.425,WS-PKR-007,GIBLBANK,Process created,A new process has been created: chrome.exe,user_017,GIBLBANK,user_017,GIBLBANK,,,chrome.exe,21305,services.exe,,WS-PKR-007,,False,,
4688,EVT-T3QVDM6MVI,2025-11-07 09:40:54.903,WS-KTM-010,GIBLBANK,Process created,A new process has been created: explorer.exe,user_025,GIBLBANK,user_025,GIBLBANK,,,explorer.exe,50536,services.exe,,WS-KTM-010,,False,,
4624,EVT-BOR7AAU76T,2025-11-07 10:02:54.645,WS-PKR-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_025,GIBLBANK,user_025,GIBLBANK,2,Interactive,,5229,,,WS-PKR-005,,False,,
4624,EVT-ZUHFBEGGAC,2025-11-07 10:33:35.445,WS-BTW-005,GIBLBANK,Successful logon,Service account logon.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,5,Service,,34611,,,WS-BTW-005,,False,,
4624,EVT-ORQ6GZR2RJ,2025-11-07 11:45:36.803,SWIFT-GW-01,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_019,GIBLBANK,user_019,GIBLBANK,10,RemoteInteractive,,9472,,10.10.1.17,SWIFT-GW-01,,False,,
4698,EVT-BY6X07V4GX,2025-11-07 11:59:53.222,ATM-KTM-003,GIBLBANK,Scheduled task created,A scheduled task was created.,admin_01,GIBLBANK,admin_01,GIBLBANK,,,taskschd.msc,26634,,,ATM-KTM-003,,False,,
4688,EVT-JMS4OMG7ZT,2025-11-08 09:34:59.097,SRV-DC-01,GIBLBANK,Process created,A new process has been created: chrome.exe,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,,,chrome.exe,13190,services.exe,,SRV-DC-01,,False,,
4624,EVT-Q0CEWB3I5K,2025-11-08 09:44:58.590,WS-PKR-008,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_021,GIBLBANK,user_021,GIBLBANK,10,RemoteInteractive,,41997,,192.168.1.45,WS-PKR-008,,False,,
4625,EVT-MJCORHREJ8,2025-11-08 09:53:47.539,WS-KTM-019,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_038,GIBLBANK,user_038,GIBLBANK,3,Network,,32616,,192.168.1.26,WS-KTM-019,Account locked,False,,
4624,EVT-02H6FYEY3M,2025-11-08 11:00:35.425,SRV-SQL-01,GIBLBANK,Successful logon,Network logon from workstation WS-KTM-005 to server — lateral movement.,user_003,GIBLBANK,user_003,GIBLBANK,3,Network,net.exe,48105,,192.168.1.26,SRV-SQL-01,,False,,
4625,EVT-D638YVUALR,2025-11-08 11:00:40.353,SRV-DC-02,GIBLBANK,Failed logon,Brute force attempt from 45.33.32.156.,user_020,GIBLBANK,user_020,GIBLBANK,3,Network,,59567,,45.33.32.156,SRV-DC-02,Wrong password,True,,
4698,EVT-755IMX3S1Z,2025-11-08 11:43:44.785,SRV-PROXY-01,GIBLBANK,Scheduled task created,A scheduled task was created.,admin_02,GIBLBANK,admin_02,GIBLBANK,,,taskschd.msc,45633,,,SRV-PROXY-01,,False,,
4624,EVT-9ZY9YLW5L4,2025-11-08 12:06:05.905,SRV-APP-02,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,31996,,,SRV-APP-02,,False,,
4625,EVT-CECJUIS2GY,2025-11-08 15:10:57.171,SRV-SQL-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,,63957,,192.168.1.32,SRV-SQL-01,Account locked,False,,
4624,EVT-05XT54FN5G,2025-11-08 15:43:52.016,WS-KTM-006,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_024,GIBLBANK,user_024,GIBLBANK,2,Interactive,,61816,,,WS-KTM-006,,False,,
4688,EVT-L9NEJF1B2A,2025-11-08 16:41:25.232,SRV-SQL-01,GIBLBANK,Process created,A new process has been created: explorer.exe,user_007,GIBLBANK,user_007,GIBLBANK,,,explorer.exe,924,explorer.exe,,SRV-SQL-01,,False,,
7045,EVT-GENZO85BEJ,2025-11-08 17:24:53.320,ATM-KTM-001,GIBLBANK,New service installed,A new service was installed: NetSvc64. Possible persistence mechanism.,admin_01,GIBLBANK,admin_01,GIBLBANK,,,NetSvc64.exe,2755,services.exe,,ATM-KTM-001,,True,NEW_SERVICE,T1543.003
4624,EVT-LECFDMILAD,2025-11-09 02:42:47.749,SRV-DC-02,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,14154,,,SRV-DC-02,,False,,
4624,EVT-IDV8Y8MD0M,2025-11-09 10:09:47.498,WS-KTM-014,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_038,GIBLBANK,user_038,GIBLBANK,10,RemoteInteractive,,43321,,10.10.1.14,WS-KTM-014,,False,,
4624,EVT-CJI7EKVZAR,2025-11-09 10:11:33.722,ATM-KTM-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_023,GIBLBANK,user_023,GIBLBANK,10,RemoteInteractive,,13756,,10.10.1.7,ATM-KTM-005,,False,,
4698,EVT-VPPM6H3EDX,2025-11-09 10:58:38.555,WS-KTM-018,GIBLBANK,Scheduled task created,A scheduled task was created.,admin_01,GIBLBANK,admin_01,GIBLBANK,,,taskschd.msc,50675,,,WS-KTM-018,,False,,
4624,EVT-KBH3GK119F,2025-11-09 12:03:11.825,ATM-KTM-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_021,GIBLBANK,user_021,GIBLBANK,10,RemoteInteractive,,28591,,192.168.1.35,ATM-KTM-004,,False,,
4624,EVT-AK74H4MX91,2025-11-09 12:28:06.145,ATM-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_024,GIBLBANK,user_024,GIBLBANK,10,RemoteInteractive,,37204,,10.10.1.18,ATM-KTM-001,,False,,
4688,EVT-NJYJIKWS9U,2025-11-09 14:30:45.014,WS-PKR-005,GIBLBANK,Process created,A new process has been created: explorer.exe,user_025,GIBLBANK,user_025,GIBLBANK,,,explorer.exe,40052,svchost.exe,,WS-PKR-005,,False,,
4624,EVT-S832EJX5TD,2025-11-09 15:29:21.101,ATM-PKR-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_019,GIBLBANK,user_019,GIBLBANK,3,Network,,55836,,192.168.1.42,ATM-PKR-001,,False,,
